id,female,advers,VS.1,VS.2,VS.3,VS.4,VS.5,EXT.1,EXT.2,EXT.3,EXT.4,EXT.5
882,0,0,6.190476191,7.619047619,7.142857143,3.80952381,7.793406676,2.888888667,2.888888667,2.888888667,2.888888667,2.740826802
883,1,1,4.761904762,7.142857143,4.285714286,6.666666667,4.784739318,2.888888667,3.24999975,3.24999975,3.611110833,3.37102212
884,0,0,3.80952381,5.714285714,7.142857143,6.190476191,7.879795956,2.527777583,3.24999975,2.527777583,2.527777583,2.297403214
885,1,1,5.238095238,4.285714286,3.80952381,3.80952381,5.070519755,NA,1.444444333,2.1666665,2.1666665,0.211619118
886,1,1,5.238095238,4.285714286,3.80952381,4.761904762,4.890678744,2.888888667,1.805555417,1.444444333,1.805555417,3.300903788
887,0,0,4.285714286,4.761904762,4.761904762,6.666666667,4.378113823,1.805555417,1.805555417,2.888888667,1.805555417,1.226236255
888,1,1,4.761904762,7.142857143,5.238095238,8.095238095,7.229670696,2.888888667,1.805555417,2.527777583,1.805555417,-0.548842576
889,0,0,4.761904762,6.666666667,6.666666667,6.190476191,7.23802538,3.24999975,3.24999975,3.611110833,3.972221917,3.987283554
890,1,1,7.142857143,10,8.571428571,10,10.40003794,2.888888667,3.24999975,2.888888667,2.888888667,3.812036809
891,1,1,4.761904762,7.142857143,5.238095238,5.714285714,4.343836835,2.888888667,1.805555417,2.888888667,2.527777583,3.790051919
892,1,1,4.761904762,6.666666667,5.714285714,7.619047619,8.843651514,3.24999975,3.24999975,2.888888667,2.527777583,2.160482146
893,1,1,5.238095238,4.285714286,3.80952381,4.761904762,5.179438676,3.611110833,3.24999975,3.24999975,3.611110833,2.352069199
894,1,1,4.761904762,7.142857143,5.714285714,7.619047619,8.422084233,2.888888667,1.805555417,2.888888667,2.1666665,2.029816824
895,1,1,5.238095238,3.333333333,3.80952381,6.190476191,5.637369567,1.08333325,1.444444333,2.1666665,0.722222167,-0.185220518
896,1,1,4.761904762,5.714285714,5.238095238,5.238095238,6.225411628,3.24999975,3.24999975,3.24999975,3.24999975,1.926468898
897,1,1,6.666666667,7.619047619,8.571428571,9.047619048,8.468191861,3.24999975,3.24999975,3.24999975,3.611110833,4.020766112
898,1,1,3.333333333,4.761904762,5.714285714,5.238095238,7.007608806,3.611110833,2.888888667,3.24999975,3.611110833,5.424536127
899,1,1,6.666666667,6.666666667,10,10,11.28685792,3.24999975,3.611110833,3.972221917,3.611110833,3.360802225
900,1,1,5.714285714,6.666666667,10,6.190476191,7.801380071,1.805555417,1.805555417,2.888888667,1.805555417,2.199658839
901,1,1,5.238095238,6.190476191,5.238095238,5.714285714,6.76372355,2.888888667,2.527777583,2.1666665,1.805555417,1.656957616
902,1,1,6.190476191,4.761904762,7.142857143,7.619047619,7.504985853,1.805555417,2.1666665,1.444444333,2.527777583,3.077702851
903,1,1,6.666666667,6.190476191,6.666666667,7.619047619,7.555333725,2.888888667,3.24999975,2.888888667,2.527777583,2.360575543
904,1,1,6.190476191,8.095238095,7.619047619,8.095238095,8.77084848,2.527777583,3.24999975,3.24999975,3.611110833,3.666228626
905,1,1,6.190476191,8.095238095,8.571428571,9.047619048,9.635103664,2.527777583,2.1666665,2.888888667,2.888888667,0.615948058
906,1,1,5.238095238,7.142857143,5.238095238,8.095238095,10.43302525,2.1666665,2.888888667,2.527777583,2.888888667,3.118985195
907,1,1,3.333333333,7.619047619,8.095238095,7.619047619,7.650323633,3.611110833,3.24999975,2.888888667,NA,NA
908,1,1,7.142857143,10,10,10,9.273075241,2.888888667,3.972221917,2.527777583,3.611110833,3.860071422
909,1,1,5.238095238,6.190476191,4.285714286,5.714285714,6.738149047,3.611110833,3.24999975,3.24999975,3.611110833,4.02210042
910,1,1,7.142857143,10,9.523809524,10,9.958934642,1.444444333,2.527777583,2.888888667,2.527777583,2.674170648
911,1,0,7.142857143,9.523809524,7.619047619,7.142857143,7.947796196,2.527777583,2.527777583,3.972221917,3.24999975,3.998075872
912,0,1,9.523809524,9.523809524,7.142857143,6.190476191,6.979070528,2.1666665,2.527777583,3.24999975,2.888888667,2.381198696
913,1,0,3.80952381,7.142857143,3.333333333,4.285714286,4.039385127,3.611110833,2.1666665,3.24999975,2.888888667,3.96006702
914,1,0,5.238095238,NA,8.095238095,NA,NA,0,NA,NA,NA,NA
915,1,0,5.238095238,5.714285714,5.714285714,5.714285714,6.995762973,3.24999975,3.972221917,3.972221917,3.972221917,5.814337119
916,0,1,6.666666667,6.666666667,9.047619048,8.571428571,10.3141502,3.972221917,2.1666665,3.24999975,3.611110833,2.548175194
917,0,1,4.761904762,6.666666667,5.714285714,6.666666667,6.467457606,2.888888667,2.888888667,3.611110833,3.24999975,2.846406643
918,0,1,6.666666667,7.142857143,6.666666667,7.619047619,7.656871096,3.972221917,2.1666665,2.888888667,2.888888667,3.079051936
919,0,1,6.666666667,5.238095238,5.238095238,5.714285714,7.865426787,1.805555417,1.805555417,1.805555417,2.1666665,2.262158551
920,0,0,7.619047619,7.142857143,NA,9.047619048,8.780822843,3.972221917,2.888888667,NA,2.1666665,3.290471619
921,0,0,5.714285714,NA,8.095238095,7.619047619,7.28770566,1.444444333,0.722222167,1.805555417,2.1666665,2.078561683
922,0,0,7.142857143,8.571428571,7.142857143,8.095238095,7.737606495,2.527777583,3.611110833,2.527777583,3.972221917,2.302641821
923,0,0,7.619047619,3.333333333,NA,NA,NA,2.888888667,3.611110833,3.972221917,NA,NA
924,0,0,6.666666667,7.142857143,6.666666667,7.619047619,7.696571194,3.972221917,2.888888667,1.805555417,1.444444333,1.887743473
925,1,0,7.619047619,5.238095238,8.095238095,7.619047619,7.053797673,2.888888667,3.611110833,3.24999975,2.888888667,3.883408357
926,1,0,6.666666667,6.666666667,8.571428571,8.095238095,9.797212798,1.444444333,2.1666665,3.611110833,2.527777583,1.713928182
927,1,0,7.142857143,6.666666667,7.142857143,6.666666667,6.58054604,3.611110833,3.24999975,3.24999975,3.24999975,4.333181121
928,0,1,6.666666667,7.142857143,5.714285714,6.666666667,6.842074114,1.805555417,2.1666665,1.805555417,1.805555417,2.577430133
929,0,1,6.190476191,3.333333333,6.190476191,4.761904762,6.421801337,2.888888667,2.1666665,2.527777583,0,-1.013395942
930,1,1,6.190476191,7.142857143,5.714285714,6.666666667,6.495068249,1.444444333,1.805555417,1.805555417,2.527777583,4.00649149
931,0,1,9.047619048,7.619047619,8.571428571,7.142857143,8.820592587,2.888888667,3.24999975,3.611110833,3.972221917,5.324422529
932,0,1,6.666666667,7.142857143,5.714285714,6.666666667,7.396321004,1.805555417,2.1666665,0.361111083,1.805555417,1.762930506
933,0,1,7.619047619,5.238095238,8.095238095,6.666666667,6.9940301,2.527777583,2.1666665,2.1666665,2.1666665,2.458005577
934,0,1,9.047619048,9.523809524,6.666666667,9.523809524,7.764457532,0.722222167,1.805555417,NA,NA,NA
935,0,1,7.619047619,3.333333333,NA,4.761904762,4.907567157,1.805555417,2.888888667,3.24999975,2.888888667,1.325847003
936,0,1,6.190476191,3.333333333,7.142857143,7.619047619,7.333416567,2.1666665,2.527777583,3.24999975,2.888888667,2.075895395
937,0,1,6.666666667,6.666666667,9.047619048,10,11.12950961,3.24999975,2.888888667,2.527777583,3.611110833,3.309175118
938,0,1,6.666666667,6.190476191,8.571428571,5.714285714,8.321270087,1.805555417,2.1666665,1.805555417,1.08333325,0.337367389
939,0,1,6.666666667,5.714285714,8.571428571,6.190476191,6.278558664,2.527777583,NA,2.888888667,2.527777583,2.408566755
940,0,1,6.666666667,6.666666667,7.142857143,3.80952381,5.54103604,1.805555417,1.08333325,3.611110833,2.1666665,4.1891837
941,0,1,4.761904762,3.80952381,8.095238095,7.619047619,7.758643993,3.611110833,2.1666665,2.527777583,2.1666665,-0.08490515
942,0,1,5.238095238,7.142857143,6.666666667,6.666666667,8.303160801,2.888888667,3.24999975,3.611110833,3.611110833,5.879245683
943,0,1,6.666666667,6.190476191,4.761904762,1.428571429,3.541210414,1.805555417,2.1666665,0.722222167,1.08333325,1.758882816
944,0,1,7.619047619,5.238095238,6.666666667,5.714285714,5.350732731,1.805555417,1.444444333,2.1666665,NA,NA
945,0,1,6.190476191,7.142857143,5.714285714,6.666666667,7.393000575,3.24999975,3.972221917,3.972221917,3.972221917,4.087596368
946,0,1,6.666666667,6.190476191,5.238095238,4.761904762,5.247806005,1.444444333,1.805555417,1.805555417,1.444444333,4.149464317
947,0,1,6.666666667,6.666666667,7.619047619,6.666666667,6.634338275,2.527777583,2.1666665,3.972221917,3.24999975,2.304463663
948,0,1,6.666666667,7.619047619,8.095238095,6.190476191,6.471629772,2.1666665,2.527777583,2.888888667,2.888888667,1.858757146
949,1,0,8.095238095,7.619047619,6.666666667,7.619047619,5.984349479,1.805555417,2.527777583,2.1666665,3.24999975,3.111262987
950,1,0,3.80952381,6.666666667,3.333333333,3.80952381,3.277520694,1.805555417,1.805555417,2.527777583,1.805555417,3.838103178
951,0,1,6.666666667,6.190476191,4.761904762,1.428571429,1.380073332,1.805555417,1.805555417,1.805555417,0.722222167,1.75742212
952,0,1,6.666666667,9.047619048,8.571428571,6.666666667,9.334130496,3.24999975,3.24999975,3.24999975,3.24999975,3.590905302
953,0,1,6.666666667,7.142857143,5.714285714,6.666666667,7.356547343,3.972221917,2.888888667,2.888888667,2.888888667,4.595717552
954,0,1,6.666666667,7.142857143,5.714285714,6.666666667,6.990638735,2.888888667,1.805555417,2.888888667,2.527777583,0.65926605
955,0,1,6.190476191,9.047619048,7.619047619,7.142857143,8.916105714,2.527777583,3.24999975,2.527777583,3.24999975,3.140697426
956,1,0,8.095238095,7.619047619,7.142857143,7.619047619,7.647514669,1.805555417,1.444444333,3.611110833,2.1666665,0.166762087
957,0,1,9.047619048,7.619047619,8.571428571,7.142857143,7.902491724,2.527777583,2.1666665,2.1666665,2.527777583,1.993453427
958,1,0,4.761904762,4.285714286,8.095238095,7.619047619,6.630233843,1.444444333,2.1666665,1.444444333,1.444444333,3.274782189
959,1,0,3.80952381,4.761904762,6.666666667,6.666666667,7.899289077,2.527777583,2.1666665,2.1666665,2.1666665,3.216646654
960,0,1,5.238095238,3.80952381,6.666666667,6.666666667,6.758601183,3.24999975,3.24999975,2.888888667,2.1666665,2.251738569
961,0,1,6.666666667,8.095238095,8.571428571,6.190476191,8.417564004,3.24999975,3.24999975,3.24999975,3.24999975,4.746648183
962,1,0,8.095238095,7.619047619,6.666666667,6.190476191,7.734205141,3.24999975,2.527777583,2.888888667,2.527777583,4.056608072
963,1,0,3.80952381,3.80952381,4.761904762,7.142857143,6.35298859,2.527777583,1.444444333,2.1666665,2.527777583,1.921571027
964,1,1,6.666666667,9.047619048,8.571428571,6.666666667,8.959126958,2.527777583,1.805555417,2.527777583,2.888888667,3.037701133
